AT,V,AP,RH,PE
11.07,41.16,1018.38,96.11,463.34
10.17,41.44,1018.09,78.26,482.14
12.36,43.41,1017.42,79.44,469.34
15.18,41.17,1016.42,67.42,470.09
09.08,43.14,1012.34,79.06,481.13
18.32,67.26,1012.02,70,454.46
20.19,44.57,1009.02,72.13,454.36
28.52,71.12,1010.04,67.16,438.12
22.02,64.45,1012.57,48.27,454.09
23.07,63.31,1012.26,58.29,445.39
32.03,70.17,999.04,60.34,432.07
00.04,61.35,1015.32,65.31,448.26
09.01,37.49,1009.35,83.02,477.13
20.21,70.34,1009.33,84.36,447.06
22.04,59.14,1017.34,85.15,442.45
17.48,41.29,1011.39,62.45,462.59
25.54,49.16,1004.04,47.04,443.55
17.32,44.34,1019.52,56.24,468.08
24.52,59.15,1014.03,75.23,439.55
28.15,70.04,1007.05,90.21,436.53
07.04,35.19,1020.23,76.01,484.03
26.58,59.39,1014.49,66.27,439.46
29.24,69.05,1003.12,43.18,432.56
30.07,71.38,1008.14,76.08,437.55
12.41,39.28,1017.08,87.02,474.26
10.07,45.08,1023.44,91.35,477.52
15.36,42.06,1012.41,62.32,466.07
30.49,70.32,1011.34,66.33,435.16
17.03,48.23,1005.34,80.08,460.43
17.02,40.55,1001.08,73.07,462.55
06.43,36.08,1023.13,85.03,486.39
11.22,40.22,1011.01,82.07,476.07
26.08,70.32,1012.32,89,434.24
16.23,45.01,1013.39,81.09,460.22
17.46,42.42,1009.37,69.19,470.03
23.54,41.01,1002.05,38.05,448.56
29.55,68.09,1005.28,49.08,429.17
17.09,49.38,1014.17,80.04,453.02
26.03,78.35,1009.45,79.12,438.35
19.21,45.01,1015.28,66.31,458.25
28.18,73.03,1014.18,68.12,440.14
30.44,56.24,1005.19,56.24,429.34
16.19,59.26,1016.25,92.31,455.15
31.38,71.29,1009.18,47.07,433.39
13.07,46.04,1019.18,93.06,467.09
22.15,50.12,1009.36,94.41,447.04
17.01,50.59,1015.08,81.35,463.04
26.02,75.18,1010.04,73.18,440.22
24.01,60.29,1008.02,62.21,450.19
34.03,75.07,1016.38,26.29,428.24
25.16,54.02,1013.09,58.02,442.39
23.34,73.05,1011.43,90.14,441.14
25.28,49.16,1006.04,64.54,445.18
22.09,47.45,1007.56,77.02,447.06
20.12,66.34,1010.53,82.12,447.24
25.17,65.19,1018.27,63.26,442.15
28.14,43.21,1012.22,69.32,436.53
15.49,54.03,1017.59,71.26,464.24
22.43,64.34,1013.16,93.24,444.53
08.53,40.02,1031.27,85.57,477.13
13.35,41.39,1019.17,73.27,474.19
16.44,44,1024.48,76.51,460.33
22.53,71.38,1005.48,94.35,441.36
15.27,39.54,1011.04,82.31,464.49
26.24,50.22,1014.09,55.58,452.41
28.05,74.17,1003.22,86.38,431.07
30.37,76.09,1007.35,66.33,435.01
12.32,42.02,1013.28,89.28,465.12
11.01,41.32,1022.38,94.14,462.07
24.37,70.02,1011.37,72.37,443.53
13.26,40.06,1013.06,85.25,472.04
26.23,60.27,1013.33,67.02,447.16
23.51,59.19,1016.44,65.38,446.15
00.02,69.03,1013.18,50.57,447.03
31.35,71.58,1010.35,50.02,430.47
30.03,70.02,1010.07,64.02,437.28
00.22,64.16,1009.08,69.34,440.52
23.38,59.22,1012.27,78.27,446.54
28.55,72.43,1007.02,66.22,430.06
23.55,59.19,1011.18,78.47,447.01
20.23,59.21,1013.07,96.42,440.03
20.57,44.09,1008.39,63.09,456.18
08.58,38.38,1021.03,84.37,482.26
25.05,63.56,1014.25,65.09,442.28
11.02,40.04,1010.51,68.55,478.37
23.11,68.03,1018.23,87.02,438.31
29.32,61.02,1011.19,56.13,437.16
30.25,68.24,1006.58,31.09,432.05
13.39,44.58,1016.05,79.26,474.07
23.24,62.27,1011.03,52.07,443.12
21.09,59.08,1017.34,77.35,452.38
09.59,38.56,1017.52,62.29,481.05
30.33,69.48,1009.21,54.59,431.15
20.37,51.18,1009.15,92.07,446.57
24.05,62.27,1010.04,54.54,442.16
08.22,39.31,1015.58,90.11,479.15
16.29,51.28,1014.19,99.15,456.28
23.23,71.19,1006.36,92.07,438
22.31,64.16,1010.25,76.08,445.04
16,39.16,1016.37,78.03,468.49
17.14,39.16,1006.08,71.17,460.47
21.05,50.32,1009.05,82.08,443.11
09.06,36.25,1028.22,87.36,480.06
35.37,73.56,1006.57,45.09,435.15
28.36,60.23,1010.05,53.03,441.08
19.18,63.09,1019.22,80.02,453.26
19.23,58.46,1017.25,87.16,450.03
12.32,38.25,1013.13,85.32,472.05
00.28,52.35,1005.37,75.25,449.52
26.34,69.45,1014.27,54.15,438.05
25.37,68.31,1011.12,71.39,442.16
22.39,48.14,1014.56,64.31,448.58
31.11,72.25,1008.07,72.05,425.16
27.34,72.04,1008.12,72.22,439.16
07.31,42.18,1015.15,87.15,477.38
00.32,63.21,1012.52,86.51,445.26
10.16,42.19,1021.35,52.04,473.15
15.17,39.16,1016.12,82.28,470.39
25.31,64.45,1013.02,42.34,451.24
13.14,41.38,1022.32,57.07,476.03
08.25,43.14,1011.03,87.01,480.35
10.33,41.09,1014.25,84.46,480.18
12.22,41.18,1024.02,85.46,464.12
10.22,42.14,1023.05,83.58,479.01
26.26,59.07,1008.59,81.28,440.09
26.38,66.49,1014.29,43.06,442.38
29.26,69.34,1010.16,59.04,435.32
19.13,51.18,1008.51,87.54,447.03
03.11,39.42,1027.06,81.11,489.03
32.06,72.25,1007.09,56.44,426.07
31.18,69.04,1008.19,50.12,441.26
31.02,68.24,1006.11,35.24,429.07
28.05,48.41,1008.54,58.25,441.34
28.31,64.16,1010.27,66.07,435.21
26.39,59.54,1008.18,74.48,441.32
22.44,58.16,1017.28,64.08,453.11
18.05,47.33,1015,67.21,456.03
06.38,40.07,1018.53,60.02,493.36
27.28,80.14,1006.54,93.07,435.17
13.32,39.13,1005.37,88.48,472.33
11.29,41.05,1013.39,89.15,476.04
08.35,41.26,1008.48,98.32,480.06
21.13,51.43,1007.43,89.12,445.04
19.05,55.05,1020.25,76.16,457.05
14.22,40.02,1013.19,90.11,467.39
17.36,44.09,1020.05,77.53,458.01
23.19,59.22,1010.36,81.05,446.44
15.06,42.06,1013.29,62.41,467.27
23.43,72.37,1009.42,94.27,442.19
10.28,41.46,1018.44,85.23,480.06
13.16,43.41,1016.43,79.47,465.06
30.11,62.04,1011.09,48.36,444.42
29.12,73.06,1010.38,80.21,434.09
15.58,41.06,1016.34,87.42,461.01
13.39,43.08,1023.16,65.05,467.35
27.25,74.17,1001.02,90.13,431.24
18.19,45.01,1016.11,67.13,454.04
30.01,48.33,1003.04,42.06,435.27
21.19,65.59,1014.09,77,450.03
27.14,60.27,1012.05,63.28,448.28
28.18,67.17,1007.24,75.55,438.49
23.02,49.03,1003.04,80.17,441.15
22.07,48.14,1014.06,60.09,449.36
16.02,58.59,1014.31,97.06,457.03
09.08,36.18,1020.24,68.37,477.26
23.13,71.25,1002.49,94.59,432.31
31.37,74.22,1008.33,50.14,431.58
07.04,39.37,1019.37,69.11,488
19.48,59.06,1013.32,73.16,454.04
11.43,40.22,1011.24,81.04,477.05
30.38,71.58,1010.17,50.45,434.15
23.45,52.35,1005.23,76.17,449.07
25.28,72.39,1002.28,89.43,432.52
20.21,57.05,1021.02,68.39,458.12
30.58,70.04,1010.04,48.16,431.59
14.32,44.06,1014.25,68.13,466.36
15.13,37.39,1007.32,91.24,468.23
27.23,44.05,1006.09,59.31,440.02
11.39,40.27,1009.04,73.13,475.33
13.15,41.18,1024.13,79.59,462.03
25.31,71.29,1008.29,69.06,437.03
28.41,67.31,1008.22,58.33,440.52
22.53,75.27,1010.31,93.21,445.09
20.02,69.03,1012.26,68.05,454.24
27.07,78.35,1012.34,77.04,434.01
34.03,70.04,1004.02,53.06,430.05
13.08,44.34,1019.43,67.14,468.08
18.32,66.34,1013.14,87.17,450.05
11.05,41.18,1024.31,86.31,468.14
17.08,44.12,1009.11,78.05,459.32
10.22,45.01,1018.27,94.02,474.32
30.12,73.18,1012.29,61.32,429.31
26.56,49.02,1008.05,71.18,439.22
23.51,57.32,1012.55,53.06,444.58
21.06,41.54,1015.08,79.07,461.55
25.28,49.05,1014.35,53.19,454.01
10.16,41.01,1020.06,97.59,467.06
12.17,40.06,1013.59,89.02,474.16
28.42,75.23,1010.25,56.08,436.04
10.59,42.33,1017.07,93.31,480.25
09.06,40.11,1033.26,75.31,480.16
33.13,74.34,999.57,48.34,434.13
21.11,46.01,1014.04,82.39,457.04
07.19,40,1019.01,82.23,481.23
18.22,58.02,1017.09,82.32,451.04
21.25,57.29,1013.15,68.22,450.07
18.13,67.26,1012.09,79.24,455.25
09.51,38.38,1023.17,74.22,475.33
23.23,41.01,1002,39.02,450.39
20.27,57.05,1021.15,67.12,454.29
26.13,48.06,1013.05,48.07,441.39
14.32,40.25,1013.04,68.03,473.47
12.27,41.17,1019.41,58.01,475.13
07.47,41.04,1020.47,94.08,478.08
09.47,41.21,1026.44,92.27,480.36
26.01,74.22,1010.26,75.15,438.45
15.16,41.11,1017.37,71.07,465.58
15.29,36.11,1015.01,55.11,469.37
14.02,42.18,1011.26,49.02,466.27
07.05,44.05,1018.41,72.36,480.47
28.33,65.36,1000.11,70.06,427.42
12.38,43.52,1023.38,100,467.55
26.05,46.21,1011.31,55.25,451.26
31.44,80.14,1007.35,57.39,432.09
30.09,74.08,1015.35,40.09,430.29
29.56,53.24,1006.09,42.17,436.46
24.35,60.27,1017.06,75.45,442.14
19.48,59.19,1017.06,89.12,450.55
17.21,46.27,1008.07,98,456.36
22.37,69.23,1012.25,86.45,444.25
24.35,52.26,1014.34,67.22,443.21
33.08,70.15,1009.03,44.09,435.38
14.41,46.18,1016.25,89.28,462.49
16.36,40.39,1009.31,72.48,462.05
10.14,42.02,1003.19,96.51,472.17
08.06,40.36,1024.23,94.48,476.03
12.11,41.17,1019.46,62.59,475.53
00.21,73.17,1012.13,86.13,438.11
19.55,39.39,1013.55,58.22,464.36
14.02,41.06,1017.05,84.14,465.39
24.03,66.54,1012.19,69.15,438.08
10.36,44.07,1012.16,77.04,478.27
09.13,39.42,1026.03,70.27,474.44
09.59,37.14,1013.08,73.25,475.14
17.03,42.24,1017.07,64.52,469.21
26.03,64.44,1013.15,62.24,446.29
19.18,65.06,1016.39,77.06,448.26
20.19,59.26,1014.03,72.04,451.07
10.09,41.01,1020.29,96.55,471.15
11.56,39.28,1011.27,82.05,478.11
16.36,42.06,1012.33,55.47,466.39
20.51,63.09,1016.39,93.39,446.26
27.01,57.25,1012.48,49.24,437.26
11.14,40.05,1015.45,87.33,478.33
15.17,41.39,1019.35,66.01,470.21
26.12,47.45,1008.14,58.35,443.18
10.09,41.46,1017.06,86.02,479.45
08.01,40.46,1019.42,76.15,475.42
22.27,69.45,1014.04,71.19,440.37
17.37,49.32,1012.31,58.04,455.53
08.09,41.04,1031.23,86.03,473.35
26.31,68.08,1011.32,74.25,432.07
06.03,41.17,1020.21,84.02,488.57
10.02,41.46,1019.12,83.26,480.11
12.31,45.18,1011.15,77.34,468.29
16.18,51.28,1014.06,100.09,455.14
30.16,69.34,1008.07,58.09,433.54
26.08,59.44,1012.33,67.29,444.36
24.57,66.54,1004.44,83.15,432.41
23.38,54.42,1014.35,73.02,452.27
15.09,54.03,1018.01,73.04,463.03
30.15,70.32,1007.58,54.14,426.08
23.37,64.34,1010.05,88.47,441.21
22.59,66.54,1005.11,93.02,437.09
24.22,68.51,1013.23,75.36,440.01
23.32,59.02,1016.37,71.38,447.48
16.07,40.56,1019.04,50.09,471.24
28.15,66.54,1010.21,46.37,437.58
10.25,41.26,1007.44,98.08,476.03
06.29,36.17,1020.18,79.58,480.26
30.03,69.59,1008.03,72.53,439.04
11.07,40.56,1022.39,78.32,482.36
19.08,62.01,1020.18,84.07,453.25
21.39,58.05,1013.03,86.44,450.16
29.35,54.02,1013.07,42.45,439.47
27.52,70.08,1012.07,57.34,445.23
25.34,68.09,1009.26,69.37,439.08
29.53,72.39,998.47,76.05,432.09
10.12,43.41,1016.25,76.39,474.01
22.07,63.56,1014.32,72.16,445
08.22,41.17,1009.11,96.01,480.38
31.33,58.09,1004.17,52.34,439.54
13.14,39.13,1008.19,95.21,468.57
30.34,71.25,1001.34,67.29,431.18
16.32,45.25,1016.24,60.39,467.41
25.37,60.27,1018.07,60.34,443.07
25.18,61.08,1013.08,81.15,446.04
09.06,38.13,1022.27,78.15,481.03
22.43,56.37,1009.37,86.38,444.14
21.08,64.26,1016.13,74.36,448.24
18.33,45.03,1003.54,87.41,459.36
25.26,52.03,1007.05,65.04,443.16
26.16,60.27,1013.24,72.32,447.13
19.31,53.12,1025.33,54.33,455.25
05.07,40.35,1012.18,91.57,488.08
31.36,64.44,1014.03,50.04,438.01
26.29,66.49,1013.08,63.16,435.07
08.31,40.46,1020.07,78.18,477.12
11.03,37.05,1009.33,98.14,475.21
11.06,40.36,1012.05,81.19,473.22
22.58,52.03,1009.04,79.39,445.06
13.31,41.16,1011.09,89.19,473.11
15.07,44.21,1021.26,87.23,462.19
25.03,60.27,1017.09,72.04,438.24
29.15,57.55,1005.17,57.55,435.33
26.29,59.22,1013.04,80.17,446.15
09.35,43.56,1015.04,81.53,485.21
11.35,39.22,1016.09,62.03,474.07
13.02,45.01,1014.36,79.18,467.11
31.02,69.51,1011.16,48.04,431.15
22.05,45.38,1014.11,65.08,458.19
15.35,35.04,1016.03,57.12,469.34
27.48,61.41,1012.02,45.06,452.24
22.21,48.14,1015.08,66.08,448.33
27.49,72.34,1007.02,73.35,435.29
27.25,50.05,1006.53,61.04,440.03
13.13,41.15,1016.05,81.27,472.05
13.35,41.38,1022.37,54.23,474.46
25.45,68.23,1009.47,58.37,430.35
15.17,44.09,1020.05,84.31,465.23
29.02,70.32,1009.27,47.07,431.03
29.52,75.33,1003.02,71.04,433.39
19.07,44.19,1016.33,47.39,464.41
15.52,43.07,1015.08,76.27,466.38
20.37,44.58,1017.17,66.22,463.02
27.08,64.18,1015.04,50.08,447.24
16.24,41.04,1026.04,63.43,456.21
06.09,41.02,1018.48,79.24,480.37
25.12,69.07,1007.14,79.02,443.06
32.08,74.08,1015.25,64,431.11
31.32,71.29,1008.37,50.07,430.46
19.01,48.23,1006.43,79.29,454.21
15.21,41.11,1018.54,73,468.06
28.53,68.08,1013.27,42.53,439.31
28.22,59.15,1013.14,43.18,442
26.09,66.48,1004.47,55.11,433.35
09.34,37.11,1025.05,80.45,478.02
10.22,38.23,1006.34,93.53,472.19
16.37,52.09,1015.14,73.11,461.15
17.04,43.14,1019.03,83.28,459
32.03,66.14,1011.23,50.59,437.54
26.05,67.15,1018.48,62.02,431.23
14.16,44.58,1021.15,77.42,473.22
33.09,73.26,1003.57,57.24,432.16
22.32,64.27,1014.35,83.38,447.02
28.03,59.27,1011.32,62.23,445.19
24.33,68.08,1013.02,65.21,443.33
30.56,71.25,1000.03,70.55,432.32
22.52,67.32,1011.04,66.02,443.49
14.23,46.18,1017.39,87.29,464.26
10.15,41.46,1019.56,82.19,479.32
14.37,45.01,1017.44,89.15,462.36
16.05,38.28,1014.38,74.29,467.15
08.11,41.11,1021.53,95.48,471.38
23.24,59.39,1015.01,80.36,444.11
00.06,77.54,1008.05,85.32,435.38
11.46,39.03,1019.53,77.26,475.51
29.38,63.06,1009.01,53.02,438.45
21.34,58.16,1017.28,65.43,455.16
20.23,64.34,1020.21,75.05,448.03
17.14,42.06,1011.37,58.06,463.38
23.06,62.44,1011.52,78.12,441.06
28.35,71.14,1011.05,60.38,429.21
16.02,46.16,1015.13,90.24,461.27
06.48,40.27,1010.55,82.12,487.08
08.05,40.08,1028.01,89.56,483.43
23.19,61.15,1008.33,82,439.43
23.18,58.59,1013.24,65.55,445.45
14.12,42.02,1011.14,76.19,455.52
29.05,73.26,1005.03,52.17,439.43
14.39,40.35,1011.33,65.26,472.43
25.48,65.12,1016.12,54.06,448.25
10.42,39.35,1015.21,90.15,478.52
30.04,77.03,1002.44,59.42,438.43
25.19,75.06,1017.07,68.23,440.05
27.43,57.25,1012.26,37.16,437.04
13,39.28,1016.07,82.34,473.06
15.07,51.28,1014.33,100.12,464.37
16.27,39.31,1010.35,67.18,460.59
22.21,45.01,1012.22,55.24,450.06
31.24,72.39,999.47,68.17,430.07
23.38,59.07,1009.29,92.04,443.23
28.43,69.59,1009.19,73.33,439.26
06.52,35.57,1025.37,78.32,486.06
08.36,40.22,1011.06,89.18,485.06
18.22,40.03,1005.11,79,466.18
23.33,63.13,1011.06,77.09,448.02
08.08,41.26,1008.08,96.52,480.14
09.48,45.08,1023.29,92.09,479.06
24.34,59.54,1004.01,87.07,441.03
32.07,68.23,1008.31,42.01,429.31
13.06,41.02,1016.28,89.12,466.49
20.02,59.19,1017.59,87.39,446.29
25.14,63.47,1012.58,70.27,444.33
26.23,59.14,1017.38,75.54,438.25
05.11,42.07,1005.35,82.26,487.19
00.06,60.37,1007.31,87.13,438.59
33.26,68.51,1012.49,53.08,429.38
14.05,41.06,1017.21,83.33,463.53
26.17,58.59,1012.51,56.24,450.05
27.36,62.39,1008.14,74.35,437.41
27.38,71.34,1008.39,68.16,435.13
26.23,63.56,1013.57,66.21,440.08
13.16,41.48,1014.06,70.34,462.01
27.47,71.12,1010.37,75.02,443.25
27.04,70.24,1003.38,76.48,430.54
29.05,75.06,1018.03,51.16,439.14
31.35,69.07,1005.26,67.25,434.13
32.28,66.44,1009.25,64.06,428.23
27.16,66.01,1014.21,48.33,441.33
21.54,58.12,1015.33,79.07,454.32
08.05,36.03,1016.05,65.51,482.56
21.55,44.05,1006.09,84.05,443.48
15.36,42.16,1024.07,73.17,463.26
25.18,57.05,1015.07,61.16,449.01
00.32,66.54,1010.33,62.37,441.09
07.36,41.01,1025.49,96.48,477.37
09.21,40.12,1019.54,74.44,479.36
04.49,40.27,1012.01,76.05,494.24
09.13,36.18,1014.06,78.14,479.25
17.35,59.26,1016.36,87.08,453.02
29.42,71.32,1002.26,67.13,437.47
13.06,40.22,1013.34,86.01,471.09
21.16,59.21,1018.34,81.24,448.07
29.17,58.33,1014.13,36.06,448.06
25.11,57.29,1013.33,67.31,441.51
28.21,66.51,1016.11,48.48,439.48
24.28,72.38,1006.34,90.45,432.47
18.42,64.34,1020.47,74.47,450.55
14.23,40.04,1012.52,70.37,473.35
30.14,56.09,1007.15,42.31,439.16
25.18,57.29,1012.26,64.46,442.42
10.48,40.22,1005.21,92.16,478.18
18.15,45.01,1013.06,72.04,455.21
17.01,50.09,1013.18,85.26,460.35
19.08,44.09,1017.08,49.28,463.02
15.24,39.31,1014.18,69.27,468.23
12.25,41.15,1016.02,82.04,475.07
24,58.05,1011.28,74.32,447.16
26.22,59.43,1008.08,65.25,437.07
18.39,44.12,1009.04,75.04,453.02
22.06,46.01,1014.03,78.15,456.01
25.25,58.46,1015.54,71.16,444.05
27.52,66.48,1005.39,52.54,430.07
27.26,71.14,1007.11,77.01,427.37
31.07,65.36,1005.02,59.33,429.03
12.38,45.09,1013.26,90.55,467.47
14.01,43.34,1017.35,83.41,464.21
12.35,41.13,1019.03,95.53,467.11
17.17,49.39,1019.01,96.26,459.38
18.11,43.43,1009.05,73.03,451.38
22.05,57.29,1013.13,66.07,446.33
10.22,41.26,1008.11,97.09,478.02
24.12,62.44,1014.23,88.02,443.03
12.07,44.06,1018.09,92.53,468.36
28.06,70.04,1010.29,66.07,431.07
16.22,46.36,1020.04,92.13,461.13
30.23,72.38,1004.32,67.55,427.38
26.31,48.06,1003.04,60.04,440.06
21.34,45.29,1010.04,75.14,451.11
15.28,44.58,1016.45,83.07,468.32
10.02,42.44,1014.57,99.16,478.05
27.34,60.27,1012.06,58.34,448.06
14.12,41.32,1022.46,73.28,460.16
24.06,72.13,1010.08,79.17,436.28
24.54,60.23,1011.55,73.18,445.25
14.11,45.08,1023.35,83.33,468.43
16.23,42.07,1013.39,74.12,465.33
10.15,41.14,1025.05,91.54,473.56
28.37,73.26,1005.21,53.52,441.37
15.29,41.35,1006.32,82.56,466.27
23.28,59.21,1011.51,87.33,440.25
21.12,44.57,1009.36,72.57,450.16
15.24,71.14,1020.01,67.18,454.16
23.46,59.27,1010.06,80.19,445.57
30.22,70.32,1012.03,66.37,436.38
25.06,56.09,1006.35,81.58,438.22
29.06,75.33,1014.04,51.26,441.19
18.08,48.23,1006.26,77.17,453.09
24.11,69.03,1014.34,45.28,448.45
13.51,44.09,1019.29,77.24,465.26
10.08,41.48,1018.24,71.04,473.31
16.39,53.15,1024.42,55.01,459.48
28.09,74.31,1005.23,76.11,435.08
27.37,65.06,1013.09,51.32,440.05
13.51,41.29,1011.03,85.23,472.39
30.19,77.17,1010.08,64,433.24
15.09,41.35,1005.35,93.29,465.33
15.08,43.17,1018.43,73.19,462.08
17.16,53.16,1014.13,82.27,458.38
25.35,63.21,1012.31,80.16,442.23
18.11,59.35,1017.01,89.17,454.29
13.34,41.23,1008.09,86.25,472.22
27.39,73.39,1008,76.01,431.21
08.36,41.07,1015.39,74.05,489.01
26.19,63.09,1014.39,60.49,442.07
12.01,41.17,1019.57,59.22,477.21
16.01,44.09,1017.12,62.43,466.29
24.05,70.04,1007.23,92.35,442.07
17.07,44.09,1017.38,62.38,463.03
06.13,41.04,1021.09,94.57,481.13
14.22,39.39,1014.16,80.22,471.38
21.04,54.02,1012.26,86.01,443.41
13.06,40.35,1011.37,83.17,473.11
08.08,43.25,1012.51,91.51,479.16
15.09,41.35,1006.28,78.02,464.03
22.33,59.36,1014.23,58.58,453.42
19.14,59.21,1018.03,91.55,450.17
23.15,59.19,1011.44,84.47,446.07
25.36,60.07,1015.06,66.11,440.13
14.47,43.39,1010.18,91.15,469
04.32,41.31,999.22,95.26,487.35
22.11,59.08,1017.26,70.14,451.02
30.02,74.34,1004.17,75.17,432.17
22.01,71.29,1008.02,75.38,442.35
15.28,44.11,1024.32,81.24,463.44
14.08,44.39,1023.29,85.25,462.37
23.39,68.51,1013.09,78.06,438.35
12.38,39.35,1015.37,98.05,472.43
29.03,68.19,1011.07,55.42,444.09
13.07,43.26,1031.08,80.17,470.28
30.15,75.27,1009.01,56.05,436.01
10.37,42.02,1014.39,96.02,465.26
27.37,72.58,1008.16,80.34,428.05
30.31,77.24,1008.02,68.24,435.28
18.06,43.14,1014.35,62.21,461.27
14.22,38.25,1011.24,88.49,471.05
12.04,40.01,1014.42,90.05,474.28
30.17,77.26,998.23,74.01,430.03
00.16,74.22,1009.02,93.38,437.47
00.29,50.16,1005.28,74.34,445.39
16.29,44.36,1014.02,75.24,467.35
10.28,40.04,1010.45,74.15,478.05
26.04,64.27,1017.14,49.25,444.34
05.48,40.07,1020.03,66.02,496.16
26.39,66.49,1013.36,60.35,433.36
23.14,59.35,1017.52,66.25,442.27
15.52,37.39,1007.26,89.07,467.09
13.04,41.29,1011.07,92.06,472.36
25.36,70.08,1011.37,63.12,447.02
30.07,71.58,1010,49.36,429.27
19.38,63.56,1013.13,83.54,452.01
19.43,52.09,1018.35,61.12,456.08
21.05,50.59,1017.08,65.28,453.08
19.02,59.15,1013.25,82.54,451.21
15.34,41.35,1005.22,98.04,467.13
27.44,74.09,1004.25,77.05,436.42
22.42,62.52,1017.23,63.27,452.04
14.04,40.02,1013.29,89.54,465.25
07.39,35.19,1019.32,69.35,480.05
00.19,58.49,1011,75.39,446.27
24.39,64.17,1013.03,77.53,444.05
22.48,50.05,1005.55,82.36,442.56
10.08,40.22,1011.25,84.57,478.21
21.51,65.48,1017.11,73.39,449.05
10.52,42.18,1014.09,96.07,469.03
20.01,45.09,1014.21,38.19,454.36
10.02,41.46,1020.23,84.54,481.46
25.48,59.35,1017.02,51.16,440.42
12.14,41.23,1010.56,78.31,475.22
00.31,50.23,1017.25,68.57,455.41
25.06,59.26,1014.26,56.39,444.42
26.35,69.51,1009.36,67.22,434.38
28.22,76.09,1008.23,76.07,434.52
14.04,41.26,1021.41,73.11,463.18
09.39,42.19,1021.06,50.09,474.13
13.33,45.51,1015.27,87.27,470.23
30.01,65.18,1013.27,44.35,437.31
20.46,66.05,1015.33,78.51,454.06
18.15,49.25,1021.26,64.07,454.41
24.08,65.48,1018.56,62.05,442.02
16.09,44.02,1019.39,67.24,460.56
10.16,41.11,1021.28,92.22,471.35
14.45,44.11,1025.26,84.23,463.06
29.24,74.09,1004.38,67.26,436.42
18.04,44.36,1012.04,78.21,465.03
31.14,74.07,1006.19,58.29,429.32
30.27,74.08,1015.01,41.36,433.43
30.35,71.32,1009.17,65.01,435.02
25.41,48.06,1013.12,46.52,444.01
22.08,73.17,1012.27,91.57,438.38
00.08,68.12,1011.18,72.45,441.54
12.15,45.01,1019.29,90.02,468.07
31.01,69.13,1009.32,55.17,429.01
14.57,42.19,1008.01,83.25,457.21
06.11,41.31,1003.24,89.48,486.23
19.39,59.27,1012.15,89.39,453.04
08.02,45.11,1020.56,70.36,486.07
27.42,66.14,1013.43,69.42,440.52
31.26,70.32,1012.28,63.08,434.11
14.24,41.04,1019.07,70.32,467.28
27.41,70.38,1008.51,65.49,432.04
24.47,71.34,1008.07,81.55,436.29
17.34,45.01,1013.22,78.11,459.01
13.07,43.26,1014.06,89.09,473.13
15.28,48.14,1012.55,70.05,461.15
20.05,51.19,1009,92.19,445.35
15.33,42.44,1013.05,86.08,471.24
30.19,66.54,1004.39,61.43,428.37
12.57,39.16,1016.53,89.31,476.02
08.33,40.12,1020.24,83.24,479.12
00.24,49.21,1013.01,45.12,445.44
22.37,68.12,1012.53,75.12,443.39
19.06,45.03,1004.23,84.43,456.54
10.15,41.21,1026,84.44,482.35
19.04,52.08,1004.24,99.09,451.03
13.28,38.53,1011.35,87.16,467.32
24.57,52.35,1005.08,70.07,448.15
05.18,43.25,1013.39,93.36,481.47
24.33,47.33,1014.12,48.27,447.43
29.31,65.24,1010.49,54.37,442.11
27.16,72.58,1009.24,90.26,429.59
22.36,51.43,1007.28,90.36,443.27
26.01,59.26,1013.09,54.09,445.17
31.38,68.27,1007.19,53.19,427.07
30.15,72.51,1009.37,51.04,444.12
31.06,67.17,1008.02,65.54,438.31
20.07,45.11,1015.46,31.46,465.39
17.18,40.03,1006.24,88.31,466.37
00.36,47.33,1014.38,47.22,451.26
29.07,69.14,1008.24,73.08,434.19
18.35,58.16,1020.04,78.34,458.41
15.12,52.05,1015.03,80.38,465.18
27.27,67.09,1006.36,62.12,437.04
27.18,66.54,1010.14,49.01,440
05.28,46.27,1008.25,98.28,480.31
28.25,66.44,1008.48,77.15,429
22.24,60.07,1016.33,62.25,446.14
28.07,68.08,1013.13,45.07,438.05
30.11,70.08,1008.57,69.25,432.33
28.57,65.27,1013.27,51.11,440.51
23.45,46.01,1013.24,73.42,455.32
23.56,49.16,1002.54,69.07,443.02
16.02,44.21,1021.37,86.04,462.51
06.36,36.25,1029.04,89.03,488.02
13.56,40.03,1018.13,84.16,472.59
10.33,41.07,1018.08,70.14,485.23
29.01,65.19,1018.02,44.31,442.12
27.13,69.45,1013.09,51.16,434.47
32,73.17,1010.32,42.47,434.12
22.56,66.48,1004.22,77.46,438.13
23.16,49.21,1014.35,49.25,449.13
12.37,45.51,1017.24,81.47,473.22
29.39,70.29,1014.32,47.36,434.27
04.08,40.04,1011.31,84.05,490.02
19.13,45.38,1015.12,82.35,460.34
24.51,69.03,1014.15,45.01,448.06
09.33,40.46,1019.03,71,473.17
22.35,54.42,1012.46,75.01,455.12
19.21,53.16,1013.18,82.04,454.01
22.19,46.21,1013.29,72,450.39
14.06,39.31,1011.11,72.52,464.16
22.38,48.41,1008.42,85.26,444.06
20.12,45.09,1014.13,58.18,448.35
08.02,42.32,1029.08,92.05,467.21
11.15,45,1024.08,89.37,482.36
10.03,44.12,1011.46,97.29,473.26
22.31,51.19,1009.38,80.12,445.14
20.01,52.09,1018.05,59.28,455.57
